"Feature","Consortium_Early_R1","Consortium_Early_R2","Consortium_Early_R3","Consortium_Late_R1","Consortium_Late_R2","Consortium_Late_R3","PT8_Early_R1","PT8_Early_R2","PT8_Early_R3","PT8_Late_R1","PT8_Late_R2","PT8_Late_R3"
"RVCYZ001176",2907,3568,2596,1928,1637,1551,3102,3866,3494,3598,3440,3621
"RVCYZ001177",8925,11104,7769,6681,5344,5630,8606,10138,11264,6746,6377,6142
"RVCYZ001178",1066,1187,939,702,581,574,1171,1313,960,1087,1126,1103
"RVCYZ001179",677,789,634,654,465,541,696,741,1190,733,724,697
"RVCYZ001180",997,1137,773,779,588,658,1042,1630,1250,2197,2197,2321
"RVCYZ001181",2192,2550,1808,1817,1601,1515,2773,3490,2289,3872,4362,4246
"RVCYZ001182",1113,1340,886,1005,764,733,1382,2413,854,3695,4088,4164
"RVCYZ001183",5627,6557,4943,2693,2448,2480,5678,6585,5904,4126,4651,4716
"RVCYZ001184",230,278,257,175,202,193,277,277,202,489,452,438
"RVCYZ001185",1374,1793,1172,965,794,755,1637,2088,2734,2500,2791,2829
"RVCYZ001186",1042,1341,951,676,514,523,1293,1518,1679,1735,1659,1767
"RVCYZ001187",2655,2947,2583,1483,1329,1424,3172,3754,4708,2342,2568,2671
"RVCYZ001188",1661,1931,1444,1174,887,851,1646,1999,4467,2177,2123,2212
"RVCYZ001189",1374,1717,1253,1214,1009,971,1437,1824,3164,2055,2202,2226
"RVCYZ001190",1055,1387,904,998,816,800,1262,1853,2920,2539,2730,2729
"RVCYZ001191",3212,3968,2831,2384,1800,1806,2453,3126,7020,4497,4080,4198
"RVCYZ001192",1109,1255,1006,778,674,567,1337,1607,3108,3007,2859,2913
"RVCYZ001193",954,1050,838,489,340,328,883,1099,3402,2256,1916,2082
"RVCYZ001194",924,1129,867,551,460,436,932,1235,2509,2012,2025,1975
"RVCYZ001195",1582,1725,1212,979,810,727,1914,2485,3220,4036,4083,4475
"RVCYZ001196",307,430,225,278,219,139,447,698,634,1703,1711,1664
"RVCYZ001197",455,637,399,440,369,251,691,1088,752,2539,2694,2657
"RVCYZ001198",448,612,402,366,288,197,549,968,1271,2556,2321,2302
"RVCYZ001199",620,784,474,503,360,273,861,1247,1550,2929,2998,2858
"RVCYZ001200",787,868,601,579,475,387,822,1243,1024,1771,2023,2166
"RVCYZ001201",527,760,501,171,139,102,537,634,1216,1227,1129,1099
"RVCYZ001203",271,379,192,305,219,149,389,656,246,1384,1417,1257
"RVCYZ001204",162,197,142,181,129,81,243,414,110,848,780,859
"RVCYZ001205",395,546,272,390,295,197,570,965,133,1961,2130,1948
"RVCYZ001206",349,440,270,376,330,249,521,935,103,1758,1880,1857
"RVCYZ001207",471,494,301,452,352,254,639,1065,245,1968,2165,2215
"RVCYZ001208",967,1166,771,1060,906,862,1283,1825,554,2636,2919,2665
"RVCYZ001209",3861,4864,3684,6700,5883,7151,5548,6661,1094,3364,3193,3146
"RVCYZ001210",7578,9659,7117,4735,4079,4512,7789,8276,5364,2279,2111,2132
"RVCYZ001211",850,1051,752,581,466,400,845,1100,800,1264,1319,1180
"RVCYZ001212",1993,2616,1854,1740,1430,1319,2085,2828,3246,3135,3430,3426
"RVCYZ001213",1269,1576,1102,880,774,721,1335,1826,1709,2321,2302,2444
"RVCYZ001214",5316,6705,5017,2837,2354,2138,5927,7194,6067,6809,6854,6882
"RVCYZ001215",1691,2063,1560,1056,807,921,1857,2272,1802,1631,1737,1622
"RVCYZ001216",223,302,204,202,165,164,331,515,290,968,1105,1019
"RVCYZ001217",1184,1356,1093,543,460,475,1355,1490,5537,1931,2068,2147
"RVCYZ001218",217,259,125,184,108,92,267,393,545,775,807,859
"RVCYZ001219",3150,3763,2739,1943,1684,1789,3705,4199,11109,4717,4554,5134
"RVCYZ001220",709,878,666,466,361,314,938,1114,1974,1717,1770,1873
"RVCYZ001221",192960,192517,157291,271357,222713,218122,249834,276473,92934,264731,230098,255666
"RVCYZ001222",14824,17610,14128,13043,10603,12516,14679,15814,9714,5492,5253,4657
"RVCYZ001223",4776,6166,4615,3453,2867,2791,4973,6190,4413,7449,7643,7750
"RVCYZ001224",1356,1540,1082,762,672,647,1367,2002,787,2048,2330,2339
"RVCYZ001225",509,553,464,535,444,373,529,696,441,1018,1139,1057
"RVCYZ001226",827,997,717,668,565,567,879,1173,647,1300,1262,1288
"RVCYZ001227",2201,3023,2027,1682,1283,1179,2357,3433,3198,4640,4583,4846
"RVCYZ001228",891,1114,780,668,563,494,965,1451,1016,2220,2383,2279
"RVCYZ001229",636,695,629,384,311,246,679,1011,1495,1592,1751,1730
"RVCYZ001230",1962,2201,1816,1624,1498,1495,2223,2991,3660,3294,3479,3430
"RVCYZ001231",2269,2977,1913,2072,1849,1637,2825,3919,5325,5451,5876,6016
"RVCYZ001232",951,1247,835,975,824,724,1220,1709,1827,2763,3079,3005
"RVCYZ001233",487,495,316,387,371,259,590,1021,371,2054,2128,2140
"RVCYZ001234",158,212,120,159,175,111,247,412,47,798,904,957
"RVCYZ001235",168,245,102,217,217,130,274,520,78,1004,1131,1008
"RVCYZ001236",3562,4183,2955,2726,2461,1915,4321,6271,4158,9753,10595,10704
"RVCYZ001237",4433,5566,4430,3958,3224,3371,3506,4337,4084,2616,2327,2325
"RVCYZ001238",4032,5112,3621,3016,2484,2300,4420,5441,7028,6174,6784,6854
"RVCYZ001239",1082,1338,1012,797,676,554,1193,1810,973,2364,2818,2570
"RVCYZ001240",2033,2652,1803,1421,1234,1061,2239,2776,2556,2783,2843,2903
"RVCYZ001241",207,192,187,188,161,175,129,185,244,330,292,318
"RVCYZ001242",908,966,698,752,573,652,730,898,1298,1162,1128,1205
"RVCYZ001243",4889,5704,4338,3789,3313,3316,4562,5968,6573,5902,6374,6298
"RVCYZ001244",5617,6805,5181,5024,4054,4328,4585,4888,7916,2139,2179,2139
"RVCYZ001245",1522,1980,1311,1061,920,908,1425,1884,6974,2576,2580,2689
"RVCYZ001246",1869,2455,1735,1212,1048,1033,1898,2323,4619,2940,3005,3145
"RVCYZ001247",792,951,698,538,415,387,693,931,1281,1159,1104,1103
"RVCYZ001248",864,1190,804,760,620,533,1141,1620,818,2413,2497,2539
"RVCYZ001249",2657,3323,2452,1861,1395,1375,3147,3975,3370,3595,3820,3801
"RVCYZ001250",389,463,425,181,150,172,353,484,323,403,432,436
"RVCYZ001251",49001,63964,47229,53118,44567,50918,56501,59453,23087,15733,14733,13796
"RVCYZ001252",2279,2980,2176,2300,1768,1860,2510,3069,2864,2444,2359,2431
"RVCYZ001253",1319,1614,1224,1214,942,961,1440,2095,2156,2732,2890,2993
"RVCYZ001254",10654,13541,10285,9367,7503,8481,9886,10724,20604,6931,6531,6629
"RVCYZ001255",889,1083,714,767,663,549,1114,1715,875,2588,3089,2997
"RVCYZ001256",2799,3284,2335,2611,2078,2037,2543,3111,3668,1703,1551,1783
"RVCYZ001257",3395,4297,3314,3267,2627,2894,3558,3677,5199,2313,2110,2264
"RVCYZ001258",1065,1198,929,882,708,655,1249,1764,829,2601,2759,2650
"RVCYZ001259",796,944,654,610,619,462,909,1515,1818,2674,2739,2883
"RVCYZ001260",1613,2093,1432,1069,894,815,1890,2572,4039,3610,3718,3678
"RVCYZ001261",570,655,526,509,390,341,641,904,944,1557,1518,1513
"RVCYZ001262",842,1128,882,878,697,732,842,1072,805,1343,1168,1292
"RVCYZ001263",1433,1630,1202,1153,1075,999,1216,1724,863,1794,2145,2013
"RVCYZ001264",2104,2722,2098,1912,1340,1310,2278,3029,1788,3617,3960,3917
"RVCYZ001265",448,501,302,477,421,265,636,1000,294,2029,2311,2367
"RVCYZ001266",539,652,398,609,434,275,686,1368,351,2496,2685,2704
"RVCYZ001267",206,214,147,161,157,145,208,324,337,853,738,724
"RVCYZ001268",1249,1445,1188,1417,1258,1190,1023,1474,1441,1905,2281,2226
"RVCYZ001269",626,807,501,673,548,455,833,1347,197,2472,2836,2788
"RVCYZ001270",1498,1829,1287,1336,998,992,1467,2061,2151,2874,2880,2916
"RVCYZ001271",671,862,572,520,426,438,668,965,460,1160,1331,1171
"RVCYZ001272",485,579,343,421,388,319,482,877,108,1610,1849,1738
"RVCYZ001273",1443,1699,1172,1343,1072,935,1655,2882,1931,5101,5363,5459
"RVCYZ001274",774,1076,732,510,450,409,669,951,1169,1339,1418,1328
"RVCYZ001275",1985,2654,1694,1514,1252,1044,2421,3436,2160,5350,5777,5265
"RVCYZ001276",1558,1877,1422,1126,1068,929,1502,2012,3271,2855,3033,2800
"RVCYZ001277",706,858,644,684,585,506,725,1029,923,1573,1694,1797
"RVCYZ001278",1961,2249,1691,1470,1201,1294,2003,2380,1712,2325,2461,2324
"RVCYZ001279",2039,2269,2177,2081,1860,2237,2606,2717,1905,1520,1556,1663
"RVCYZ001280",561,591,492,253,222,215,672,750,171,621,629,624
"RVCYZ001281",835,1123,690,734,578,557,844,1310,434,1874,2006,2032
"RVCYZ001282",2516,3473,2355,1621,1411,1325,2568,2976,3437,3188,2943,3097
"RVCYZ001283",4161,5392,4076,2980,2647,2713,4024,4856,3027,2663,2824,2574
"RVCYZ001284",2070,2623,1909,1213,1005,863,2460,3118,6987,4396,4884,4794
"RVCYZ001285",2957,3548,2898,2617,2242,2317,2656,3055,3039,2235,2324,2352
"RVCYZ001286",4616,5646,4494,3843,3553,3277,4977,6009,5672,7180,7423,7329
"RVCYZ001287",3834,5003,3838,3299,2722,2978,3267,3920,4841,3068,2642,2677
"RVCYZ001288",2760,3384,2763,2169,1927,2013,2655,3091,2833,3067,2887,2848
"RVCYZ001289",1947,2332,1947,1023,958,913,1855,2311,2407,2052,1948,1972
"RVCYZ001290",11568,14658,11426,7309,6095,6607,10760,11767,16452,6082,5414,5875
"RVCYZ001291",801,895,729,764,682,608,813,1162,648,1440,1560,1475
"RVCYZ001292",3796,4931,4101,3551,2983,3282,3590,4209,2460,2190,2241,2351
"RVCYZ001293",5750,7270,5815,5064,3933,4267,5486,6168,4010,3462,3523,3555
"RVCYZ001294",172,201,227,133,115,78,191,313,131,540,606,599
"RVCYZ001295",1180,1400,1895,1078,845,712,1494,2241,1071,3758,4124,3800
"RVCYZ001296",187,206,386,124,99,90,160,276,131,458,420,463
"RVCYZ001297",3474,5068,3746,2939,2551,2435,3449,3949,3949,3889,3749,3981
"RVCYZ001298",2887,3461,2952,2208,1869,2265,2925,3201,2000,1438,1437,1495
"RVCYZ001299",465,507,437,332,255,276,416,550,345,606,668,584
"RVCYZ001300",36,26,25,26,21,10,19,52,27,78,110,87
"RVCYZ001301",221,270,164,169,157,109,247,474,141,966,1050,969
"RVCYZ001302",141,176,109,156,136,103,191,346,272,750,859,722
"RVCYZ001303",873,1113,609,925,772,527,1293,2132,621,4241,4315,4294
"RVCYZ001304",39,45,22,38,23,35,68,110,68,202,193,240
"RVCYZ001305",1143,1495,1016,1204,937,854,1173,1689,1184,2868,2963,2904
"RVCYZ001307",75,78,62,41,33,23,81,120,118,357,396,305
"RVCYZ001308",2533,2944,2171,1833,1544,1446,2469,3260,4058,3726,3860,4015
"RVCYZ001309",3680,4381,3184,2532,2086,2063,3780,4526,5162,5067,5258,5551
"RVCYZ001310",3442,4043,2851,2273,1922,1863,3696,4890,5352,6886,6846,7036
"RVCYZ001311",4904,5953,4393,3492,2951,2808,4864,6264,5610,6459,6903,7102
"RVCYZ001312",2630,3253,2252,1596,1433,1143,2821,3554,2918,4970,5191,5507
"RVCYZ001313",1501,1588,1438,795,652,747,1250,1642,574,1273,1479,1512
"RVCYZ001314",320,348,234,305,219,131,423,742,194,1694,1644,1755
"RVCYZ001315",429,579,344,403,333,219,690,1178,273,2205,2526,2472
"RVCYZ001316",3121,3677,2676,2333,1937,1958,3279,4049,1682,3445,3462,4115
"RVCYZ001317",4879,5888,4477,2533,2066,2068,4964,5187,2803,3734,3696,4327
"RVCYZ001318",7476,8776,6680,3153,2722,2720,8012,8582,4966,4845,4840,5647
"RVCYZ001319",1321,1554,1215,1174,894,981,1397,1869,966,2232,2252,2219
"RVCYZ001320",1270,1524,959,963,789,755,1326,1803,1698,2833,2746,3104
"RVCYZ001321",1721,1804,2044,1232,1210,1277,1826,1846,2252,1526,1667,2142
"RVCYZ001322",26307,32130,24186,18434,15596,16815,24533,24475,30112,15856,13853,17371
"RVCYZ001323",18347,24630,18554,12373,10676,11703,17497,17527,17440,9978,7946,9516
"RVCYZ001324",49508,63158,45674,38702,32193,36110,44733,45510,46356,30543,24214,28670
"RVCYZ001325",26008,34161,25198,21448,17379,18101,20980,21889,23485,13378,10499,12357
"RVCYZ001326",8136,10429,8325,6287,5580,5905,6938,7187,8453,3811,3306,3859
"RVCYZ001327",3786,5192,4512,3211,3271,3221,2943,3486,1937,1066,800,1136
"RVCYZ001328",11712,15002,11210,6310,5236,5653,9827,10301,15618,6577,5236,6323
"RVCYZ001329",1593,2113,1459,1330,1043,1032,1942,2388,1495,3612,3654,3851
"RVCYZ001330",8254,10804,7417,12437,10036,11147,10354,12037,5232,9219,8015,8080
"RVCYZ001331",8862,10672,8544,12418,10190,12038,10669,12142,6251,6503,6156,6577
"RVCYZ001332",111,133,95,114,78,75,116,227,102,545,498,453
"RVCYZ001333",132,109,121,158,126,169,106,171,33,168,160,160
"RVCYZ001334",135,145,87,76,70,64,149,215,17,490,530,467
"RVCYZ001335",327,300,205,228,199,122,315,526,66,1183,1209,1208
"RVCYZ001336",159,192,121,107,114,78,126,275,364,703,694,514
"RVCYZ001337",934,1173,975,594,462,494,798,953,1344,729,663,592
"RVCYZ001338",962,1175,995,500,376,400,778,882,1209,804,557,613
"RVCYZ001339",447,623,422,339,294,232,411,746,886,1779,1612,1341
"RVCYZ001340",32238,39353,33227,35743,30940,36184,34782,36560,21595,13658,12087,14000
"RVCYZ001341",732,944,551,670,550,380,1017,1655,241,3055,3098,3222
"RVCYZ001342",37760,47028,33439,32056,25627,26940,30186,32422,13246,17538,14523,15497
"RVCYZ001343",48234,58938,43325,38928,32852,34581,41062,44644,34257,26653,22619,26854
"RVCYZ001344",3212,3836,3107,1637,1411,1276,4006,4920,12432,6480,6538,6970
"RVCYZ001345",3176,3945,2376,2649,2015,1525,4259,7486,2121,14652,14701,14892
"RVCYZ001346",1185,1584,858,1130,896,623,1875,3048,520,5679,6267,6391
"RVCYZ001347",7994,10203,7296,4896,4163,4053,7641,8975,2383,7907,8105,8448
"RVCYZ001348",7969,9145,7539,7291,5824,6146,6789,7261,3464,2861,2562,3261
"RVCYZ001349",1685,1922,1597,1053,937,944,2216,2698,2158,4026,4334,4596
"RVCYZ001350",1286,1548,981,860,696,646,1468,1897,965,2576,2744,2800
"RVCYZ001351",1346,1447,1054,791,624,619,1298,1858,3551,3159,2722,3438
"RVCYZ001352",1709,1878,1279,1154,995,779,1756,2765,1732,4597,4412,4700
"RVCYZ001353",14029,17987,13133,11678,9439,10193,13743,16170,8701,12515,12135,13556
"RVCYZ001354",2333,3040,2176,2074,1613,1479,1992,2289,4869,2232,2059,2215
"RVCYZ001355",740,1004,767,586,516,490,675,980,1776,1342,1095,1227
"RVCYZ001356",1957,2141,1650,1933,1774,1621,2466,3756,4787,7626,8115,8715
"RVCYZ001357",3108,3637,2472,2211,1927,1814,3344,4566,17787,9741,9057,10161
"RVCYZ001358",4639,5573,4526,3109,2599,2459,5162,5973,10261,7823,7657,8386
"RVCYZ001359",540,636,527,290,211,226,552,673,1220,1211,1051,1230
"RVCYZ001360",1882,2204,1663,1316,1174,1176,2229,2773,2936,4012,4128,4462
"RVCYZ001361",7310,8686,6918,5378,4604,5050,7916,8853,5183,6583,6988,7733
"RVCYZ001362",9587,11076,7829,5926,4663,4969,8191,9204,6538,7244,6412,8006
"RVCYZ001363",2169,2637,1975,1385,1080,1271,1891,2174,1185,868,762,955
"RVCYZ001364",500,683,374,460,333,290,710,1212,488,2373,2766,2728
"RVCYZ001365",844,1007,705,537,474,312,1052,1575,1963,2826,3099,3005
"RVCYZ001366",1648,1746,1309,840,715,606,1630,2148,2789,4039,3734,4356
"RVCYZ001367",972,1246,942,715,576,568,1174,1493,1296,1977,1938,2148
"RVCYZ001368",2655,2950,2090,1549,1454,1281,2497,3523,3202,5665,5843,5998
"RVCYZ001369",29402,35626,25556,31928,29439,31128,29046,30620,25674,35839,32725,37431
"RVCYZ001370",4103,4857,3539,2473,2123,2336,4408,4886,5853,6498,6176,7424
"RVCYZ001371",427,572,420,351,258,244,672,1131,451,2172,2308,2556
"RVCYZ001372",24605,30905,24018,15522,13077,14235,20416,21257,10826,9438,8111,8582
"RVCYZ001373",17947,24028,17997,6416,5427,5418,18741,19425,24584,16568,13324,13654
"RVCYZ001374",945,1197,702,750,597,447,1249,1772,3459,5031,4990,5481
"RVCYZ001375",970,1056,811,743,654,645,1359,1703,1484,3624,3821,4099
"RVCYZ001376",984,1043,721,558,502,382,1087,1636,619,2810,3155,3320
"RVCYZ001377",1477,1769,1215,948,707,624,1932,2231,1617,2780,2971,3212
"RVCYZ001378",2209,2551,1919,999,844,721,2477,3002,8005,7212,6267,7500
"RVCYZ001379",414,375,379,270,275,242,500,838,338,1758,1939,2000
"RVCYZ001380",846,962,662,628,531,387,1093,1751,726,2829,3082,3204
"RVCYZ001381",3804,4461,3754,3649,2790,3472,3836,3682,8293,4154,3619,4536
"RVCYZ001382",5505,7317,6042,6337,5646,5387,4838,5403,14327,5152,4222,5217
"RVCYZ001383",10703,13143,11340,11579,9869,10200,9365,10636,24026,9135,8653,9969
"RVCYZ001384",1481,1856,1629,1456,1215,1340,1583,1689,2797,1368,1410,1188
"RVCYZ001385",4176,4975,3543,2760,2372,2292,4226,4750,18420,11443,10534,11929
"RVCYZ001386",1427,1625,1173,1144,1005,992,1531,1995,3084,5124,4655,4710
"RVCYZ001387",2647,3279,2362,2536,2127,2113,2317,3211,3534,8060,7243,7168
"RVCYZ001388",3772,4671,3516,3138,2404,2472,2756,3298,5021,7694,6198,6415
"RVCYZ001389",2594,3692,2385,751,628,485,2670,3075,6417,7860,5850,5970
"RVCYZ001391",5455,6993,5083,4873,4126,4333,5627,6531,4823,7059,6702,7249
"RVCYZ001392",2035,2154,1585,1339,1172,1113,2147,3024,5397,4881,5180,5549
"RVCYZ001393",1607,1891,1355,1103,972,979,1885,2596,3554,4790,5111,5710
"RVCYZ001394",2200,2884,1827,1441,1247,974,2563,3929,2363,7114,7099,7135
"RVCYZ001395",4068,5115,3462,2561,2032,1784,4073,5243,3143,6515,6905,6800
"RVCYZ001396",8029,9959,6828,4905,3732,3853,7676,8696,7155,9659,8941,9429
"RVCYZ001397",809,898,713,548,394,307,958,1561,1156,3001,3100,3172
"RVCYZ001398",1498,1740,1165,1195,865,744,1788,2744,1251,5070,5467,5223
"RVCYZ001399",800,638,386,541,359,255,798,1377,292,3542,3237,3833
"RVCYZ001400",132,182,115,119,108,76,198,293,255,755,739,735
"RVCYZ001401",545,719,454,257,205,172,688,822,3139,2160,1901,2044
"RVCYZ001402",1704,1942,1769,630,553,499,1878,1962,6620,4660,4660,5675
"RVCYZ001403",1593,2032,1475,1010,870,758,1958,2766,2566,4053,4469,4304
"RVCYZ001404",3247,4096,2870,2035,1620,1633,3166,3838,6658,4757,4554,4577
"RVCYZ001405",2268,3087,2106,1506,1103,1143,1879,2356,5481,2613,2260,2297
"RVCYZ001406",3616,4470,3190,2678,2048,2057,3970,5390,4387,7261,7381,7388
"RVCYZ001407",2097,2527,1711,1386,1083,977,2366,3576,1580,6026,6299,6360
"RVCYZ001408",3115,3739,2681,1896,1712,1417,3114,4445,6561,7355,7534,7840
"RVCYZ001409",91,81,72,58,56,55,77,148,58,278,270,337
"RVCYZ001410",930,1217,680,834,699,462,1282,2299,218,4639,4875,4801
"RVCYZ001411",3254,3835,2906,2349,2055,2248,3496,4066,9328,5194,5214,5538
"RVCYZ001412",3159,3930,2704,2644,2166,2175,3083,3944,6370,4942,4832,5015
"RVCYZ001413",1184,1398,962,841,700,543,1360,1906,4197,4791,4798,5073
"RVCYZ001414",2380,2934,1925,1409,1112,1040,2862,3495,8013,6772,6662,7007
"RVCYZ001415",7382,8753,6118,5527,4569,4601,6944,8608,28134,22463,20496,22987
"RVCYZ001416",2041,2309,1569,1266,1056,963,2154,2906,6068,5879,6011,6373
"RVCYZ001417",8720,10314,7164,5380,4504,4825,9788,11265,15564,20064,19371,21782
"RVCYZ001418",1509,1745,1322,1047,843,868,1476,1891,2390,2887,2861,2956
"RVCYZ001419",1628,1815,1122,1109,959,656,2065,3170,3458,7112,7421,7341
"RVCYZ001420",2008,2304,1325,1582,1276,894,2340,3720,8852,10024,9580,9913
"RVCYZ001421",5397,6691,5090,4100,3743,3809,6476,7902,14153,12183,12514,13514
"RVCYZ001422",388,447,314,339,271,218,601,1036,135,2098,2390,2395
"RVCYZ001423",259,193,140,129,125,74,236,381,153,836,826,1064
"RVCYZ001424",1474,1579,1066,925,805,799,1436,2146,1507,3958,3919,4243
"RVCYZ001425",2336,2825,2132,1562,1409,1219,2850,3924,8237,7823,8296,8543
"RVCYZ001426",1185,1430,898,872,813,620,1489,2022,6041,5129,5070,5270
"RVCYZ001427",879,1130,780,682,531,494,1015,1503,3413,3151,3283,3314
"RVCYZ001428",798,921,659,514,424,342,852,1245,3732,2964,3050,3113
"RVCYZ001429",4039,4736,3235,2793,2278,1967,5085,6703,9374,17247,16577,18419
"RVCYZ001430",533,647,389,416,318,281,673,1218,1410,2772,2772,2982
"RVCYZ001431",667,823,555,672,550,416,923,1604,1644,3272,3537,3494
"RVCYZ001432",769,1040,820,592,534,616,1046,1327,3548,2321,2356,2339
"RVCYZ001433",4948,6037,4897,3634,3251,3470,4897,5030,14675,6111,5950,6420
"RVCYZ001434",10307,12813,10051,12149,11690,11986,10414,10342,34307,21220,20211,22649
"RVCYZ001435",77800,105895,75621,55914,47703,52017,72775,71072,190722,87777,67289,71428
"RVCYZ001436",1596,1910,1378,1066,870,658,1793,2712,5511,5332,5419,5747
"RVCYZ001437",2059,2566,1759,1081,923,899,2123,2432,7904,4569,3966,4196
"RVCYZ001438",1339,1529,993,969,701,689,1264,1762,1159,2826,2796,3065
"RVCYZ001439",6531,7796,6034,4811,4314,4335,6352,7722,6923,11182,10525,11579
"RVCYZ001440",11361,15510,11490,9333,7587,7924,9181,9824,10969,8466,6335,7137
"RVCYZ001441",20490,28083,19568,15247,12114,13036,15965,17364,22405,17086,13182,13938
"RVCYZ001442",66400,84737,61227,54983,44075,47360,54697,55369,75160,51534,40781,42874
"RVCYZ001443",1616,1957,1246,1192,988,754,1743,3146,1027,5793,6761,6415
"RVCYZ001444",6377,8033,5996,4468,3898,3750,7324,8796,2862,9406,10592,10205
"RVCYZ001445",970,1145,837,698,620,499,1049,1700,4102,2983,3343,3230
"RVCYZ001446",3130,3737,3163,1828,1647,1963,2991,3242,1826,3499,3251,3392
"RVCYZ001447",9104,11921,9172,3973,3426,3841,9011,9329,9093,5578,4712,4591
"RVCYZ001448",2772,3322,2297,1424,1160,1120,2737,3290,4457,4670,4758,4876
"RVCYZ001449",28857,38085,29256,19916,16287,19305,31154,31321,22066,21649,18395,19555
"RVCYZ001450",10448,13251,9071,8907,7403,7757,10058,12729,18997,18702,18570,18837
"RVCYZ001451",1583,1683,1495,1077,916,861,1918,2410,6341,6033,5820,6148
"RVCYZ001452",2386,2848,2110,1349,1067,1106,2570,2612,15425,5988,5020,5016
"RVCYZ001453",5226,6397,5288,3855,3128,3190,5073,5857,25779,8728,7730,8640
"RVCYZ001454",523,617,514,258,244,251,697,804,2686,1886,1724,1821
"RVCYZ001455",1187,1398,966,347,338,264,1174,1360,11705,7374,5537,5516
"RVCYZ001457",1368,1579,1137,900,721,656,1493,1993,6683,3901,3808,3988
"RVCYZ001458",2230,2709,2051,1351,1216,1068,2572,3469,14750,6864,6834,7493
"RVCYZ001459",6942,8627,6005,4870,3865,4089,7222,8298,59731,15862,13326,15826
"RVCYZ001460",14026,17435,12559,7042,6029,5600,14298,17831,53720,23643,24121,25989
"RVCYZ001461",6571,7891,5452,2737,2441,2135,6375,7976,68972,20222,18657,20370
"RVCYZ001462",4158,4458,3445,1897,1584,1675,3826,4661,39620,6764,5929,7356
"RVCYZ001463",2627,3317,2153,1457,1190,1144,3039,4123,20631,10041,9663,10469
"RVCYZ001464",1986,2122,1624,1004,854,849,1918,2158,18028,5867,5458,6002
"RVCYZ001465",1184,1259,963,616,581,509,1418,1916,11438,6491,6075,7036
"RVCYZ001466",1611,1885,1455,1008,906,788,2064,2668,20974,7575,7179,8186
"RVCYZ001467",3338,3955,2606,2392,2109,1945,3703,4728,37516,11893,10722,11455
"RVCYZ001468",5135,5931,4664,3378,2914,2931,4841,5650,37129,9969,8951,10011
"RVCYZ001469",4836,5620,4035,2452,2284,1959,5272,6879,38903,21230,18796,20145
"RVCYZ001470",1516,1926,1216,1100,895,719,1722,2453,8705,6035,5618,5771
"RVCYZ001471",136363,177040,121654,212492,172460,181832,145345,156093,578374,267093,211050,233595
"RVCYZ001472",6179,7648,5448,4787,4101,4362,7042,8442,75612,28170,24611,24898
"RVCYZ001473",6048,7036,4972,4055,3345,3224,6019,6523,26367,9626,9355,9823
"RVCYZ001474",7025,8527,6629,4841,4327,4185,7163,9730,42833,22568,21840,22868
"RVCYZ001475",782,1010,733,691,542,605,869,1172,8077,3521,3257,3253
"RVCYZ001476",3129,3436,2451,1982,1572,1420,2935,4000,34438,13936,11994,14182
"RVCYZ001477",2822,2878,2198,1802,1450,1399,2614,3169,35714,9526,8514,10022
"RVCYZ001478",2440,3089,1977,1427,1210,908,2802,4179,29293,13009,12859,13017
"RVCYZ001479",463,424,289,325,250,155,569,922,3041,2768,2730,3080
"RVCYZ001480",2651,2955,2016,1915,1589,1232,3017,4770,16585,14993,14493,15885
"RVCYZ001481",1300,1487,995,1060,892,673,1556,2407,3363,5207,5639,5854
"RVCYZ001482",1484,1676,1074,1739,1354,1157,1356,2368,1473,4360,4232,4575
"RVCYZ001483",920,1046,732,1078,820,677,1039,1648,517,2994,3070,3043
"RVCYZ001484",920,1165,752,1032,852,756,1213,1846,623,3152,3372,3594
"RVCYZ001485",1613,2032,1128,1289,1074,792,1912,3624,1747,7378,7896,7318
"RVCYZ001486",648,880,469,584,449,304,990,1768,240,3471,3998,3716
"RVCYZ001487",2228,2848,1831,2295,1944,1812,2863,4184,4838,8456,8464,8707
"RVCYZ001488",1960,2437,1643,1232,1087,943,2523,3448,3391,5684,6117,6244
"RVCYZ001489",1118,1276,927,900,778,714,1342,1700,2884,3396,3379,3435
"RVCYZ001490",998,1254,731,801,641,460,1190,1888,2453,4290,4556,4467
"RVCYZ001491",1330,1714,1035,1121,934,564,1872,3307,2141,7358,7950,8068
"RVCYZ001492",870,1134,653,680,602,464,1238,2006,2593,4883,4868,5237
"RVCYZ001493",519,553,352,399,339,244,580,1190,100,2957,2956,2987
"RVCYZ001495",244,318,168,249,159,131,332,600,99,1551,1627,1450
"RVCYZ001496",218,295,149,227,145,141,282,411,933,839,1033,958
"RVCYZ001497",248,385,189,233,161,130,426,687,329,1632,1773,1621
"RVCYZ001498",1648,2151,1272,1461,1171,813,2395,3927,1928,9027,9371,9262
"RVCYZ001499",444,554,377,365,349,266,640,992,951,2543,2574,2659
"RVCYZ001500",54,55,44,54,33,24,93,134,59,378,358,356
"RVCYZ001501",2048,2428,1735,1752,1648,1541,2391,3209,22191,14712,13020,15214
"RVCYZ001502",292,292,226,174,142,118,265,366,1893,1677,1173,1284
"RVCYZ001503",97,52,56,69,53,24,101,143,152,407,384,356
"RVCYZ001504",26,50,26,21,19,5,47,65,34,196,194,161
"RVCYZ001505",100,111,65,70,43,32,119,228,171,589,697,515
"RVCYZ001506",174,305,144,131,133,94,266,494,392,1081,1283,1088
